session_id,session_number,threshold,density, avg_clst,                   avg_deg, topo r2, diameter, num_clq, max_clq_size, max_load_cent,                   str connected comps, degdist r2 
7055197,1,1,0.3983,0.7067,27,0.3764,3,70,22,0.05351833769213603,1,-2.280069120694758
9630905,2,1,0.4029,0.7705,27,0.6642,3,70,21,0.08978141507956727,1,-1.7068080862374466
3315657,2,1,0.3503,0.7269,24,0.6888,4,70,19,0.10569439199345511,1,-1.4047357887485319
3201815,1,1,0.3723,0.7636,25,0.8093,3,70,19,0.06266410024960578,1,-0.786228339669065
2475376,1,1,0.3954,0.7353,27,0.4484,3,70,22,0.057087021696217884,1,-1.7633583871599448
7055197,2,1,0.3789,0.7152,26,0.4076,3,70,23,0.06970375649295023,1,-2.3347187601880375
0021002,1,1,0.3723,0.7454,25,0.5038,4,70,22,0.05822361103713988,1,-1.3494743100007316
3795193,2,1,0.3851,0.7390,26,0.3569,3,70,23,0.07796283406355704,1,-1.770319163176798
3795193,1,1,0.3619,0.7142,24,0.5688,4,70,19,0.07549079547610794,1,-1.020600592543829
0021006,1,1,0.3805,0.7458,26,0.4759,4,70,23,0.11568523509053824,1,-1.784863353426657
0021018,1,1,0.4282,0.7615,29,0.6477,4,70,22,0.04526955584886893,1,-0.45154641946999496
2799329,2,1,0.3689,0.7504,25,0.5417,4,70,20,0.07328095951614168,1,-0.48901108437229235
3315657,1,1,0.3660,0.7174,25,0.4732,3,70,19,0.06549594290087576,1,-2.3710702897747127
3808535,1,1,0.3495,0.7253,24,0.6569,3,70,19,0.11072729389399108,1,-2.065961706835301
1793622,1,1,0.3516,0.7455,24,0.7737,3,70,19,0.05275750585222819,1,-0.9727005106912088
4176156,2,1,0.3619,0.7443,24,0.5931,3,70,21,0.10299878636709149,1,-2.813710356761108
4288245,2,1,0.3843,0.7549,26,0.5729,3,70,21,0.05912392811276849,1,-1.6264163545895154
9630905,1,1,0.3718,0.7599,25,0.7621,4,70,20,0.10408610501659046,1,-0.7978405630894643
0021006,2,1,0.4095,0.7600,28,0.5375,3,70,22,0.0983502768270774,1,-2.1703589350184287
1793622,2,1,0.3449,0.7375,23,0.6266,4,70,17,0.06733196866682674,1,-0.4690695579586779
2475376,2,1,0.3963,0.7371,27,0.5278,4,70,21,0.04573108633455187,1,-0.7653464668881405
0021001,1,1,0.4650,0.7878,32,0.1924,4,70,30,0.05197378081226696,1,-0.40497069949446884
8735778,1,1,0.4050,0.7359,27,0.5578,3,70,24,0.07788331770302162,1,-1.6527522649644735
0021002,2,1,0.3747,0.7566,25,0.7579,4,70,22,0.05049928413113625,1,-2.1339235357361725
0021024,2,1,0.3358,0.7220,23,0.5585,3,70,19,0.09033535481769983,1,-2.3831481617175303
2842950,1,1,0.4696,0.7596,32,0.0269,3,70,33,0.03742634970139391,1,-2.432497880728816
2799329,1,1,0.3834,0.7428,26,0.6009,3,70,19,0.06721820346059143,1,-0.8526956853226042
3808535,2,1,0.4083,0.7478,28,0.5393,3,70,24,0.0844675244632587,1,-2.153561746676511
0021024,1,1,0.3308,0.7016,22,0.4069,4,70,18,0.0799828151008278,1,-1.5683677970052945
4176156,1,1,0.3387,0.7351,23,0.6287,4,70,18,0.11435539321617326,1,-1.2253184050812322
3201815,2,1,0.4021,0.7817,27,0.8381,3,70,22,0.10033555243463418,1,-1.366509891984287
3313349,2,1,0.4017,0.7648,27,0.6956,3,70,22,0.04876234236578887,1,-0.8743688634788045
3313349,1,1,0.3988,0.7453,27,0.6176,3,70,19,0.05182606179238048,1,-4.086015017750118
2842950,2,1,0.4696,0.7862,32,0.4225,3,70,28,0.03724023057242975,1,-1.0640873852568866
8735778,2,1,0.3896,0.7383,26,0.7057,3,70,22,0.07938154939507057,1,-1.575770056071141
1961098,1,1,0.3876,0.7313,26,0.3296,3,70,23,0.06982346668682436,1,-3.1259007596792285
4288245,1,1,0.3752,0.7505,25,0.6803,4,70,19,0.07240021904842196,1,-1.7234288003199616
0021001,2,1,0.3793,0.7324,26,0.6780,4,70,19,0.06742351810929677,1,-0.7751743056805602
0021018,2,1,0.3959,0.7492,27,0.6342,4,70,22,0.06635442385228932,1,-0.9258224256326129
1961098,2,1,0.3863,0.7291,26,0.3949,3,70,22,0.06055762041267833,1,-2.532256442497888
7055197,1,10,0.3615,0.7177,24,0.4672,3,70,21,0.07298426796117582,1,-1.6925938388672845
9630905,2,10,0.3631,0.7664,25,0.6387,3,70,21,0.11028861063267871,1,-0.6429888270967385
3315657,2,10,0.3155,0.7341,21,0.6867,4,70,17,0.12458209973342757,1,-1.2557654039676582
3201815,1,10,0.3441,0.7674,23,0.7777,4,70,18,0.08303405760995425,1,-1.3544149130421408
2475376,1,10,0.3565,0.7392,24,0.5677,4,70,20,0.07861705723929042,1,-1.4278663546394528
7055197,2,10,0.3416,0.7140,23,0.5194,4,70,22,0.09021027924519337,1,-1.094116681001346
0021002,1,10,0.3391,0.7628,23,0.7700,4,70,20,0.0591692313798026,1,-1.218149351242035
3795193,2,10,0.3466,0.7544,23,0.3994,3,70,22,0.08278430581777106,1,-2.494129362587555
3795193,1,10,0.3271,0.6966,22,0.1881,4,70,18,0.09754977283802953,1,-0.19407458453462811
0021006,1,10,0.3429,0.7501,23,0.5525,4,70,22,0.1535366772216458,1,-1.6616643939730404
0021018,1,10,0.3981,0.7517,27,0.5680,4,69,22,0.067193144473826,1,-0.9691850492496445
2799329,2,10,0.3350,0.7665,23,0.8540,4,70,17,0.08861251278061356,1,-0.7495781212630324
3315657,1,10,0.3300,0.7241,22,0.6108,4,70,19,0.07572584045949848,1,-0.5794325355491037
3808535,1,10,0.3151,0.7168,21,0.6762,4,70,17,0.13892364469746524,1,-1.760082962425539
1793622,1,10,0.3168,0.7317,21,0.3651,4,70,17,0.05102358823527867,1,-0.38236868261779455
4176156,2,10,0.3259,0.7394,22,0.2085,4,70,19,0.11405089960490022,1,-0.056029388751903664
4288245,2,10,0.3470,0.7440,23,0.3025,4,70,20,0.07562956397217781,1,-0.3269129809682967
9630905,1,10,0.3461,0.7478,23,0.6947,4,69,18,0.11340646919118559,1,-1.26180003936898
0021006,2,10,0.3689,0.7685,25,0.7023,4,70,21,0.14103015086609932,1,-1.6623960846359105
1793622,2,10,0.3130,0.7053,21,0.2466,4,70,17,0.0875205335342016,1,-0.26205956463946034
2475376,2,10,0.3582,0.7137,24,0.4348,4,70,19,0.051499975623080126,1,-1.2926546053714572
0021001,1,10,0.4309,0.7689,29,0.1810,4,69,28,0.06013849495977341,1,-0.46947461033867
8735778,1,10,0.3656,0.7194,25,0.5643,3,70,22,0.09694750919555603,1,-2.370849530120016
0021002,2,10,0.3379,0.7590,23,0.8316,4,70,19,0.07366492171056763,1,-0.9652182957401725
0021024,2,10,0.3023,0.7361,20,0.6419,4,70,19,0.08797273918103929,1,-0.9005633199857173
2842950,1,10,0.4248,0.7635,29,0.2619,4,70,29,0.04629964662461363,1,-0.7042481820332245
2799329,1,10,0.3559,0.7365,24,0.6077,3,69,17,0.08566934271463746,1,-1.8036322895062007
3808535,2,10,0.3710,0.7299,25,0.5273,3,70,21,0.10302500671479846,1,-2.1317393067000845
0021024,1,10,0.2986,0.7222,20,0.5252,4,70,18,0.11845343861308172,1,-1.083244189764378
4176156,1,10,0.3052,0.7370,21,0.6551,4,70,17,0.11331011858134651,1,-0.7515219132099595
3201815,2,10,0.3627,0.7745,25,0.8313,3,70,19,0.08295748803641166,1,-0.9925748022371446
3313349,2,10,0.3615,0.7453,24,0.2783,4,70,21,0.05861560001333794,1,-0.20822032040612237
3313349,1,10,0.3594,0.7495,24,0.7490,3,70,19,0.06179533713536622,1,-3.917742676825574
2842950,2,10,0.4240,0.7714,29,0.6451,4,70,25,0.061635141458860565,1,-0.7569189117421256
8735778,2,10,0.3511,0.7419,24,0.7947,3,70,22,0.08944941670500602,1,-1.6148436915831845
1961098,1,10,0.3532,0.7396,24,0.4562,3,70,23,0.08627589581264486,1,-1.9889875283228693
4288245,1,10,0.3379,0.7346,23,0.3222,4,70,18,0.11459872644651166,1,-0.2044427188407516
0021001,2,10,0.3441,0.7415,23,0.7932,4,70,18,0.06377582865905006,1,-0.7997036775646067
0021018,2,10,0.3582,0.7581,24,0.3380,4,70,22,0.08787784604626771,1,0.04753234065003398
1961098,2,10,0.3478,0.7386,24,0.5008,4,70,22,0.08921385384844582,1,-1.7159612378246085
7055197,1,20,0.3188,0.7272,22,0.7413,4,70,18,0.10321926067839578,1,-0.696948291688275
9630905,2,20,0.3230,0.7481,22,0.2491,4,70,21,0.14119548427350792,1,-0.18279111452460195
3315657,2,20,0.2803,0.7413,19,0.7863,4,70,16,0.18833967398231455,1,-1.4899372433566582
3201815,1,20,0.3002,0.7346,20,0.3683,4,70,16,0.091778922407884,1,-0.1178864116345899
2475376,1,20,0.3358,0.7279,22,0.4516,4,68,19,0.0974723667980367,1,-1.8452359419589923
7055197,2,20,0.3120,0.7117,21,0.5071,4,69,20,0.08700225555772222,1,-0.9436744466501579
0021002,1,20,0.3069,0.7423,20,0.7838,4,69,16,0.09152685256514378,1,-0.9522308449463706
3795193,2,20,0.3171,0.7512,21,0.3265,4,69,22,0.13611687617512652,1,-0.8075896962702038
3795193,1,20,0.2984,0.7126,20,0.2455,4,69,17,0.13458974408534335,1,-0.4274279578968574
0021006,1,20,0.3048,0.7585,21,0.8023,4,70,20,0.1543234453448652,1,-0.952006248522629
0021018,1,20,0.3538,0.7665,24,0.7134,4,69,22,0.06569559149671285,1,-0.4020993631737799
2799329,2,20,0.3069,0.7332,20,0.3734,4,69,15,0.13238734185727813,1,-0.3293787129205492
3315657,1,20,0.2932,0.7370,20,0.7751,4,70,16,0.12223410375962283,1,-0.5312214252035574
3808535,1,20,0.2799,0.7126,19,0.6418,4,70,16,0.1635500741679855,1,-0.8367393055502934
1793622,1,20,0.2903,0.7311,19,0.5291,4,69,16,0.06308534304860489,1,-0.811145998867304
4176156,2,20,0.3082,0.7412,20,0.6157,4,68,17,0.15615768973059244,1,-1.3489208872680551
4288245,2,20,0.3193,0.7464,21,0.7798,4,69,17,0.09109228057672472,1,-0.633534699328439
9630905,1,20,0.3065,0.7293,20,0.3286,4,69,18,0.12708794305240362,1,-0.1824603709585011
0021006,2,20,0.3284,0.7535,22,0.7458,4,70,19,0.14754829431495486,1,-1.100456527687403
1793622,2,20,0.2843,0.7313,19,0.7223,4,69,17,0.07954075340279744,1,-1.2014469157968817
2475376,2,20,0.3363,0.7068,22,0.2891,4,68,17,0.06060410270655928,1,-2.238168651978183
0021001,1,20,0.3951,0.7615,26,0.5820,3,68,26,0.04895002240415454,1,-1.6185732989467212
8735778,1,20,0.3246,0.7097,22,0.6033,4,70,19,0.09743534435870198,1,-0.809302694663282
0021002,2,20,0.3086,0.7519,20,0.8252,4,69,16,0.09049584887223161,1,-1.0690012057822056
0021024,2,20,0.2687,0.7204,18,0.2192,4,70,18,0.10556530153538168,1,0.11251954164524547
2842950,1,20,0.3875,0.7331,26,0.1808,4,69,24,0.06014680274148977,1,-0.3568855876270216
2799329,1,20,0.3171,0.7335,21,0.6815,4,69,16,0.09707656100709325,1,-1.18985098625624
3808535,2,20,0.3267,0.7206,22,0.6301,4,70,17,0.10294906572116624,1,-1.9236751214763927
0021024,1,20,0.2654,0.7183,18,0.3734,4,70,16,0.12662572910343248,1,-0.10888537618121608
4176156,1,20,0.2880,0.7331,19,0.7895,4,68,16,0.15024896666287976,1,-1.128624997406567
3201815,2,20,0.3312,0.7654,22,0.8597,4,69,18,0.09019228995395571,1,-0.4077750428920741
3313349,2,20,0.3230,0.7488,22,0.3734,4,70,19,0.08882777630000083,1,-0.039656074996199164
3313349,1,20,0.3193,0.7389,22,0.7120,4,70,17,0.06353241762940845,1,-1.302905188223296
2842950,2,20,0.3870,0.7589,26,0.6469,4,69,23,0.07271779620141716,1,-0.78399364614871
8735778,2,20,0.3118,0.7187,21,0.3170,4,70,17,0.10915034657850733,1,-0.11454576924008308
1961098,1,20,0.3147,0.7353,21,0.4577,4,70,22,0.09641546134202755,1,-0.5002408723997644
4288245,1,20,0.3183,0.7371,21,0.7413,4,68,16,0.1271137272211749,1,-1.0321648787597133
0021001,2,20,0.3035,0.7115,20,0.3500,4,70,17,0.09604536281821545,1,-0.1470574081802567
0021018,2,20,0.3176,0.7476,21,0.3238,4,70,20,0.09168335776268187,1,0.17464359787919592
1961098,2,20,0.3093,0.7369,21,0.5675,4,70,20,0.11957390873053211,1,-1.189335157831179
7055197,1,30,0.2791,0.7148,19,0.3350,4,70,17,0.16597254050253926,1,-0.18476245683060055
9630905,2,30,0.2994,0.7412,20,0.2388,4,68,19,0.1671052551480233,1,-0.18717944548818588
3315657,2,30,0.2532,0.7152,17,0.3173,4,69,14,0.1787245256586053,1,-0.14100554170493496
3201815,1,30,0.2783,0.7109,18,0.4031,4,68,16,0.1167776730717909,1,-1.11121140912093
2475376,1,30,0.3026,0.7168,19,0.3167,4,67,18,0.08717442076866577,1,-1.3889446341317737
7055197,2,30,0.2732,0.6930,18,0.2576,4,69,16,0.12010395190820078,1,-0.05441797681875671
0021002,1,30,0.2685,0.7295,18,0.7835,4,69,13,0.12515981211199706,1,-0.5190107209872103
3795193,2,30,0.2944,0.7630,19,0.5771,4,67,19,0.17532668999330525,1,-1.0579973438661523
3795193,1,30,0.2687,0.7250,18,0.3150,5,68,17,0.18246869453134362,1,-0.28735184183070617
0021006,1,30,0.2667,0.7273,18,0.3242,4,70,18,0.1506742416550873,1,-0.008192925050978905
0021018,1,30,0.3178,0.7726,21,0.5059,4,68,21,0.12239070112598344,1,-1.0880907589872386
2799329,2,30,0.2761,0.7262,18,0.5018,4,68,14,0.12874064493039047,1,-1.2226786641202656
3315657,1,30,0.2563,0.7059,17,0.1890,5,70,15,0.16181011916200258,1,-0.1615322695759034
3808535,1,30,0.2519,0.7107,17,0.7893,5,69,12,0.17617157405755282,1,-1.4910412409060192
1793622,1,30,0.2612,0.7291,17,0.7333,5,68,13,0.09134703244815921,1,-0.6162882962553442
4176156,2,30,0.2695,0.7214,18,0.3298,4,68,15,0.17027817020710026,1,-0.6246571344910514
4288245,2,30,0.2858,0.7355,19,0.7478,4,68,15,0.1361375714581571,1,-0.3674690140380181
9630905,1,30,0.2849,0.7317,18,0.6868,4,67,17,0.14306896578550576,1,-1.4694744038846568
0021006,2,30,0.2870,0.7370,19,0.6700,4,70,18,0.14156934772306992,1,-0.43530758715564466
1793622,2,30,0.2564,0.7134,17,0.5038,4,68,16,0.10590180813899884,1,-1.1201490709339765
2475376,2,30,0.2941,0.7206,19,0.2475,4,68,16,0.08821695564961374,1,-0.20251547010046833
0021001,1,30,0.3459,0.7335,23,0.2350,4,68,23,0.08462056743367859,1,-0.3960997820627228
8735778,1,30,0.2920,0.6975,19,0.5555,4,69,15,0.09602394133567355,1,-0.7574960389156458
0021002,2,30,0.2707,0.7337,18,0.8286,4,69,14,0.12456763802633589,1,-1.116509602406087
0021024,2,30,0.2493,0.7261,16,0.5779,5,68,15,0.10777664684282161,1,-0.38775498107098016
2842950,1,30,0.3486,0.7291,23,0.6502,4,68,19,0.07172875866412338,1,-1.8835236766456092
2799329,1,30,0.2849,0.7229,19,0.6048,4,68,16,0.12616433401150243,1,-1.5112333605718469
3808535,2,30,0.2861,0.7026,19,0.3152,4,70,15,0.1351620978455109,1,-0.4203975380276175
0021024,1,30,0.2458,0.7168,16,0.3759,5,68,14,0.11187334246093303,1,-0.1460867959398915
4176156,1,30,0.2515,0.7311,16,0.7151,4,68,16,0.19956923973865798,1,-0.4565589353126247
3201815,2,30,0.2985,0.7455,20,0.7020,4,68,16,0.09047017955302915,1,-1.1569101276257134
3313349,2,30,0.2894,0.7604,19,0.7667,4,69,18,0.06551010702522257,1,-0.5317141224387192
3313349,1,30,0.2795,0.7235,19,0.5143,4,70,16,0.09386314330086572,1,-0.5126271600350614
2842950,2,30,0.3486,0.7376,23,0.5754,4,68,21,0.09666503865754046,1,-2.0382168686741697
8735778,2,30,0.2809,0.7231,19,0.5534,4,69,17,0.13529839618019673,1,-0.45036515933790433
1961098,1,30,0.2826,0.7243,19,0.1622,4,69,20,0.12405276896758301,1,-0.17424550391653804
4288245,1,30,0.2788,0.7297,18,0.7351,4,68,15,0.1323056039362302,1,-0.4347296286959548
0021001,2,30,0.2823,0.7244,18,0.6837,4,68,16,0.13506119677746803,1,-0.41189505506781776
0021018,2,30,0.2941,0.7516,19,0.2792,4,68,19,0.11792370932875354,1,-0.12097849857828624
1961098,2,30,0.2792,0.7171,18,0.1370,4,69,20,0.1309416322653958,1,-0.16549195068263312
7055197,1,40,0.2464,0.7051,16,0.1887,5,69,15,0.17362959099262995,1,-0.05021984255789391
9630905,2,40,0.2641,0.7459,17,0.5107,4,67,17,0.2217152549761814,1,-1.1125398639545003
3315657,2,40,0.2230,0.7194,14,0.3888,5,68,14,0.19936737487437717,1,0.04343909027945614
3201815,1,40,0.2384,0.6944,15,0.2191,5,68,15,0.1356887868427625,1,0.07490892831757956
2475376,1,40,0.2592,0.7076,17,0.3747,4,67,15,0.15883102095808144,1,-0.6291817662204373
7055197,2,40,0.2569,0.7064,16,0.5455,4,66,15,0.18834787518043247,1,-0.9386288781946774
0021002,1,40,0.2442,0.7038,16,0.7126,5,67,13,0.18139333297903193,1,-1.4226280260852606
3795193,2,40,0.2601,0.7431,16,0.3816,4,66,17,0.21304538635998974,1,-1.0814771833844032
3795193,1,40,0.2374,0.7152,15,0.3029,5,67,15,0.23257955197257016,1,-0.1676337848082914
0021006,1,40,0.2423,0.7102,16,0.3206,5,68,15,0.18757413653528518,1,0.027491536070311073
0021018,1,40,0.2809,0.7556,18,0.2448,5,67,20,0.20095154172272878,1,-0.20819735924652139
2799329,2,40,0.2438,0.7070,16,0.3447,5,67,13,0.13165479601924074,1,-0.007989387834272499
3315657,1,40,0.2331,0.7302,15,0.6958,5,68,13,0.17912040840327087,1,-0.39944558764481664
3808535,1,40,0.2161,0.6852,14,0.2785,5,69,11,0.187313479867046,1,0.07518412840510891
1793622,1,40,0.2307,0.7000,15,0.3082,5,67,13,0.16647041013986563,1,-0.08582415694417977
4176156,2,40,0.2448,0.7303,15,0.6427,5,66,15,0.1913927980864292,1,-1.0508666605567725
4288245,2,40,0.2597,0.7220,16,0.6774,5,66,14,0.13289052796288273,1,-1.1050534743052074
9630905,1,40,0.2438,0.7328,16,0.6818,5,67,15,0.17848364780309744,1,-0.5033123403829016
0021006,2,40,0.2460,0.6933,16,0.1867,4,70,15,0.13744078973772578,1,0.03865564403925814
1793622,2,40,0.2261,0.6996,14,0.3521,4,67,13,0.16423101281691296,1,-0.12346914215149596
2475376,2,40,0.2605,0.6970,17,0.3702,4,67,14,0.1261584523974461,1,-1.1176603303175145
0021001,1,40,0.2963,0.7303,19,0.2200,4,68,20,0.12245298735529102,1,-0.05431292628868145
8735778,1,40,0.2577,0.6965,17,0.2965,4,68,14,0.1393872964592804,1,-0.2315987210874313
0021002,2,40,0.2384,0.7198,15,0.7160,5,68,13,0.1822915039800866,1,-0.5022418116738341
0021024,2,40,0.2270,0.7083,14,0.5240,4,66,12,0.13480711994986988,1,-1.1228427210220033
2842950,1,40,0.2989,0.7236,20,0.6547,4,68,17,0.07032744529128791,1,-0.6716305991873786
2799329,1,40,0.2519,0.7210,16,0.5870,5,67,14,0.1312547435056731,1,-0.4492996577922841
3808535,2,40,0.2523,0.7017,17,0.5427,4,69,12,0.16743547214710117,1,-1.5928339751987393
0021024,1,40,0.2171,0.6887,14,0.3143,5,67,12,0.1586890403699147,1,-0.11747619638808504
4176156,1,40,0.2221,0.7066,14,0.4945,5,67,14,0.19118201512826347,1,-0.5135579363326581
3201815,2,40,0.2559,0.7179,17,0.5120,4,68,14,0.1327325170804406,1,-1.143725167894543
3313349,2,40,0.2637,0.7202,17,0.3114,4,67,17,0.0923627491271457,1,0.009876128405335693
3313349,1,40,0.2537,0.6982,17,0.1965,4,68,15,0.10476510106259766,1,-0.14354646262041726
2842950,2,40,0.2989,0.7246,20,0.6393,4,68,16,0.09986237653720759,1,-0.6693753782277925
8735778,2,40,0.2480,0.7121,16,0.2348,4,68,16,0.17295654672605157,1,0.002075378709267661
1961098,1,40,0.2489,0.6989,16,0.0325,0,68,17,0.18000051421172997,2,-0.09377879443648318
4288245,1,40,0.2460,0.7085,16,0.3056,5,67,14,0.12537525302820235,1,-0.2084607509876344
0021001,2,40,0.2414,0.6865,16,0.3088,5,68,14,0.190429527310568,1,0.03254556006767184
0021018,2,40,0.2601,0.7426,17,0.2167,5,67,19,0.22878198979859804,1,-0.13497879587073758
1961098,2,40,0.2458,0.6829,16,0.0227,4,68,17,0.12890739711757224,1,0.03194967258755377
7055197,1,50,0.2242,0.7242,14,0.6931,5,66,12,0.20059428349528954,1,-1.0364308937179962
9630905,2,50,0.2203,0.7071,14,0.1829,5,67,14,0.24435183192875512,1,0.054121986647530984
3315657,2,50,0.1913,0.6991,12,0.3469,5,67,12,0.28040080438908005,1,0.02820187838892918
3201815,1,50,0.2112,0.6914,13,0.2364,5,66,14,0.16169944420349014,1,0.09430572229434342
2475376,1,50,0.2233,0.7078,14,0.5110,4,66,13,0.21890090967773818,1,-0.4680743280295152
7055197,2,50,0.2135,0.7092,13,0.5153,5,66,13,0.23826425351936176,1,-1.0487729514879036
0021002,1,50,0.2035,0.6840,13,0.3489,6,67,12,0.2628059069064121,1,0.1569189652524976
3795193,2,50,0.2168,0.7304,14,0.3613,5,66,16,0.2194126380951415,1,-0.3689377034819481
3795193,1,50,0.2037,0.7069,13,0.5194,5,66,13,0.2590305143764966,1,-0.34362203501831345
0021006,1,50,0.2081,0.6894,13,0.2584,5,67,13,0.23367909672198095,1,0.08216506103385124
0021018,1,50,0.2410,0.7531,15,0.3240,4,66,19,0.2382894521772873,1,-0.484569733959092
2799329,2,50,0.2159,0.6908,13,0.2568,5,65,12,0.19749150606774,1,-0.0912884418847848
3315657,1,50,0.1999,0.6895,13,0.1833,5,67,13,0.2524428316264259,1,-0.06698915211318202
3808535,1,50,0.1909,0.6850,12,0.3764,5,67,10,0.24002021042930152,1,-0.05557220908295646
1793622,1,50,0.1981,0.6935,12,0.5623,4,66,12,0.21610895508468075,1,-0.35484278244094614
4176156,2,50,0.2037,0.7190,13,0.5413,5,66,14,0.23438326733950426,1,-0.4405404079802828
4288245,2,50,0.2163,0.7209,14,0.4914,5,66,13,0.17852809802758302,1,-0.40889131288229597
9630905,1,50,0.2031,0.6715,13,0.1279,5,67,13,0.21440617031749518,1,0.03752358154106461
0021006,2,50,0.2239,0.6989,14,0.3285,5,67,15,0.15458103712416418,1,0.03312350074340453
1793622,2,50,0.1944,0.6970,12,0.5471,4,66,12,0.23429327158456625,1,-1.148643686147805
2475376,2,50,0.2233,0.6901,14,0.2593,4,66,14,0.19335496519626835,1,-0.13256826552530465
0021001,1,50,0.2620,0.7080,17,0.3794,5,66,17,0.13286151370999041,1,-0.4470688690717708
8735778,1,50,0.2212,0.6969,14,0.3518,5,67,13,0.1660702693783709,1,-0.02464001387418735
0021002,2,50,0.2049,0.7064,13,0.5747,6,67,12,0.2392735535641739,1,-0.39653520926462393
0021024,2,50,0.1957,0.6805,12,0.1424,5,65,11,0.18174902333655743,1,-0.07336068363102277
2842950,1,50,0.2493,0.7235,16,0.7135,4,68,14,0.11409850147677113,1,-0.6692907739997793
2799329,1,50,0.2226,0.7023,14,0.4188,5,65,13,0.17729635995413665,1,-1.0706664921996465
3808535,2,50,0.2164,0.6960,14,0.4068,5,68,11,0.19347894811036997,1,-0.0006147261496616263
0021024,1,50,0.1923,0.6948,12,0.5015,5,65,11,0.21518179815007255,1,-0.4265938683315986
4176156,1,50,0.1907,0.7069,12,0.5712,5,66,11,0.2544673221743534,1,-0.41377185037263997
3201815,2,50,0.2203,0.7108,14,0.4482,5,67,13,0.15740052332289267,1,-0.393146837883521
3313349,2,50,0.2261,0.7055,14,0.1580,5,66,16,0.19984786071374616,1,0.049006529972113855
3313349,1,50,0.2247,0.7000,14,0.3977,5,66,15,0.18411658795042204,1,-0.35645081259661326
2842950,2,50,0.2489,0.7124,16,0.4139,4,68,14,0.1288408018947152,1,0.021371887201607098
8735778,2,50,0.2130,0.6876,14,0.2116,4,67,13,0.166553697000861,1,-0.10789326933824017
1961098,1,50,0.2205,0.6844,14,0.0681,5,66,15,0.16695172869256517,1,-0.10194126337223364
4288245,1,50,0.2112,0.7154,13,0.5159,5,66,12,0.22139447442957358,1,-0.43880742390785565
0021001,2,50,0.2135,0.6980,13,0.4504,5,66,13,0.21326359590537813,1,-0.39909490824367233
0021018,2,50,0.2228,0.7007,14,0.0431,5,66,17,0.2663745775578103,1,0.10241613175452513
1961098,2,50,0.2250,0.6729,14,0.0315,5,65,14,0.1671888080197837,1,0.04480829096712502
7055197,1,60,0.1795,0.7119,11,0.3169,5,66,12,0.2538954093290461,1,0.09668914124960404
9630905,2,60,0.1875,0.6609,12,0.0215,5,65,12,0.24911100309732667,1,-0.07126091819218305
3315657,2,60,0.1630,0.6650,10,0.1444,5,65,12,0.3062291646982869,1,0.08787612392971678
3201815,1,60,0.1854,0.6359,11,0.0509,5,63,11,0.18383152735812416,1,0.15264559934197697
2475376,1,60,0.1837,0.6776,11,0.2258,6,65,11,0.2675843449634594,1,0.06597886974485379
7055197,2,60,0.1706,0.7011,11,0.2096,5,66,11,0.2925085677591258,1,0.11114273597419444
0021002,1,60,0.1731,0.6617,11,0.1011,5,65,11,0.29717220978862197,1,0.09730979433301035
3795193,2,60,0.1788,0.6509,11,0.0011,6,65,13,0.2575960546512424,1,0.15481773599091886
3795193,1,60,0.1632,0.6586,10,0.1064,6,66,11,0.2979795819569818,1,0.12005260340269619
0021006,1,60,0.1774,0.6941,11,0.3881,5,65,12,0.2652296443073661,1,-0.3757602431832745
0021018,1,60,0.2120,0.7073,13,0.0419,5,63,17,0.26378712319877123,1,0.017514302555157957
2799329,2,60,0.1786,0.6638,11,0.1851,5,64,11,0.26644675032948645,1,0.049841935906412504
3315657,1,60,0.1655,0.6669,10,0.1805,5,66,11,0.2690424142346575,1,0.05105390506393381
3808535,1,60,0.1576,0.7021,10,0.7116,5,66,8,0.3837043746184375,1,-1.1166450478781234
1793622,1,60,0.1585,0.6530,10,0.1671,5,66,11,0.26074575381216003,1,0.2945598423251591
4176156,2,60,0.1632,0.6579,10,0.1268,5,66,11,0.31048382809320324,1,0.17362331882328585
4288245,2,60,0.1793,0.6955,11,0.2438,5,65,12,0.2404497793441821,1,0.08897489496846944
9630905,1,60,0.1731,0.6408,11,0.0505,5,65,11,0.23780414057370272,1,0.11785298758070195
0021006,2,60,0.1846,0.6851,12,0.3623,5,66,13,0.21529114757612777,1,-0.33164174759482146
1793622,2,60,0.1562,0.6361,10,0.0639,5,66,10,0.3107234888747165,1,0.1369488652423515
2475376,2,60,0.1841,0.6793,11,0.1280,6,65,13,0.22279381640314122,1,0.06938961044799974
0021001,1,60,0.2098,0.6618,13,0.0827,5,66,13,0.16113230864555853,1,0.07363843114818969
8735778,1,60,0.1828,0.6824,11,0.3697,5,66,11,0.19999538959820773,1,-0.3477523048465543
0021002,2,60,0.1740,0.6641,11,0.0837,6,65,11,0.307404741072741,1,0.13609743363598392
0021024,2,60,0.1612,0.6926,10,0.1954,6,64,10,0.31928417799829023,1,0.09856408596891608
2842950,1,60,0.2183,0.7330,13,0.6992,5,65,12,0.1817622767855504,1,-0.42631337483241927
2799329,1,60,0.1784,0.6611,11,0.1408,5,65,12,0.27383225741841777,1,0.15402460835331278
3808535,2,60,0.1841,0.7056,11,0.7193,4,66,10,0.26831930612789984,1,-1.2384758807220386
0021024,1,60,0.1538,0.6765,9,0.1594,5,65,11,0.36520572358959047,1,0.18901231023677156
